titles,author,number_of_reviews,number_of_ratings,average_rating,number_of_pages,first_published,series,genres,url,cover_url,length,rating_range
"The Trust Edge: How Top Leaders Gain Faster Results, Deeper Relationships, and a Stronger Bottom Line",David Horsager,38,369,7.7,349,2011,False,"['Leadership', 'Nonfiction', 'Business']",https://www.goodreads.com/book/show/9457819-the-trust-edge,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347517912l/9457819.jpg,medium,good
The Visible Hand: The Managerial Revolution in American Business,Alfred D. Chandler Jr.,32,272,8.0,624,1977,False,"['History', 'Business', 'Economics']",https://www.goodreads.com/book/show/29993.The_Visible_Hand,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327653012l/29993.jpg,long,very good
Non Fiction Business Writing: How To Boost Your Sales & Marketing with Content Creation,Tara Jacobsen,0,2,10.0,240,2012,False,"['Business', 'Language > Writing']",https://www.goodreads.com/book/show/22038550-non-fiction-business-writing,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1399233250l/22038550.jpg,medium,excellent
The MBA Book: TOP Business School MBA in a Book,Can Akdeniz,1,9,8.2,228,2014,False,Business,https://www.goodreads.com/book/show/22785517-the-mba-book,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1414490787l/22785517.jpg,medium,very good
In Over Our Heads: The Mental Demands of Modern Life,Robert Kegan,40,522,8.4,396,1994,False,"['Psychology', 'Nonfiction', 'Sociology']",https://www.goodreads.com/book/show/905156.In_Over_Our_Heads,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348420825l/905156.jpg,medium,very good
Slick Water: Fracking and One Insider’s Stand Against the World’s Most Powerful Industry,Andrew Nikiforuk,8,52,8.8,360,2014,False,"['Environment', 'Business', 'Science']",https://www.goodreads.com/book/show/20893801-slick-water,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439838396l/20893801._SY475_.jpg,medium,very good
The Critic as Artist,Oscar Wilde,65,935,8.3,160,1891,False,"['Classics', 'Nonfiction', 'Writing > Essays']",https://www.goodreads.com/book/show/592625.The_Critic_as_Artist,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348040231l/592625.jpg,short,very good
The Business of the 21st Century,Robert T. Kiyosaki,601,8838,7.7,117,2010,False,"['Business', 'Nonfiction', 'Economics > Finance']",https://www.goodreads.com/book/show/8608719-the-business-of-the-21st-century,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1289159685l/8608719.jpg,short,good
Oil: A Beginner's Guide,Vaclav Smil,47,496,7.7,224,2008,False,"['Science', 'Nonfiction', 'Economics']",https://www.goodreads.com/book/show/3387138-oil,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398035122l/3387138.jpg,medium,good
Focused Lead Generation Strategies,Tara Jacobsen,0,2,10.0,240,2012,False,['Business'],https://www.goodreads.com/book/show/22437330-focused-lead-generation-strategies,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1402116866l/22437330.jpg,medium,excellent
Clay Water Brick: Finding Inspiration from Entrepreneurs Who Do the Most with the Least,Jessica Jackley,39,285,8.0,224,2015,False,"['Business', 'Business > Entrepreneurship', 'Nonfiction']",https://www.goodreads.com/book/show/23308426-clay-water-brick,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1422811627l/23308426.jpg,medium,very good
The Last Lecture,Randy Pausch,17920,327671,8.5,206,2008,False,"['Nonfiction', 'Autobiography > Memoir', 'Biography']",https://www.goodreads.com/book/show/2318271.The_Last_Lecture,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631968383l/2318271._SX318_.jpg,medium,very good
Good Profit: How Creating Value for Others Built One of the World's Most Successful Companies,Charles G. Koch,95,1138,7.7,240,2015,False,"['Business', 'Economics', 'Nonfiction']",https://www.goodreads.com/book/show/25058203-good-profit,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1444622832l/25058203._SX318_.jpg,medium,good
Being Happy!,Andrew Matthews,372,3399,8.4,132,1988,True,"['Self Help', 'Nonfiction', 'Psychology']",https://www.goodreads.com/book/show/92302.Being_Happy_,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348904826l/92302.jpg,short,very good
Merchants and Manufacturers: Studies in the Changing Structure of Nineteeth Century Marketing,Glenn Porter,3,5,6.8,257,1971,False,['North American Hi... > American History'],https://www.goodreads.com/book/show/1245082.Merchants_and_Manufacturers,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1569044954l/1245082._SY475_.jpg,medium,good
Jack: Straight from the Gut,Jack Welch,410,15208,7.6,496,2001,False,"['Business', 'Biography', 'Nonfiction']",https://www.goodreads.com/book/show/5559.Jack,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1297699934l/5559.jpg,long,good
Onward: How Starbucks Fought for Its Life without Losing Its Soul,Howard Schultz,1102,27419,7.7,350,2007,False,"['Business', 'Nonfiction', 'Biography']",https://www.goodreads.com/book/show/9151181-onward,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390950547l/9151181.jpg,medium,good
Startup: A Silicon Valley Adventure,Jerry Kaplan,28,568,8.3,336,1995,False,"['Business', 'Nonfiction', 'Business > Entrepreneurship']",https://www.goodreads.com/book/show/1171250.Startup,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427772315l/1171250.jpg,medium,very good
Customer Demographics Versus Customer Profiles: How To Increase Sales By Thinking Small,Tara Jacobsen,0,4,7.0,240,2012,False,['Business'],https://www.goodreads.com/book/show/22437369-customer-demographics-versus-customer-profiles,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1402117500l/22437369.jpg,medium,good
"Do You Have a Plan?: Shut Up, Make a Plan and Do Something (Self Improvement & Habits #1)",Can Akdeniz,2,7,6.9,30,2014,False,Business,https://www.goodreads.com/book/show/23266808-do-you-have-a-plan,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1411530602l/23266808.jpg,very short,good
Artful Persuasion,Harry Mills,27,233,6.9,320,2000,False,"['Psychology', 'Nonfiction', 'Business']",https://www.goodreads.com/book/show/62116.Artful_Persuasion,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388442974l/62116.jpg,medium,good
The Market Gardener: A Handbook for Successful Small-Scale Organic Farming,Jean-Martin Fortier,83,1117,9.0,240,2014,False,"['Horticulture > Gardening', 'Nonfiction', 'Science > Agriculture']",https://www.goodreads.com/book/show/18406251-the-market-gardener,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1379393009l/18406251.jpg,medium,very good
Sons of Wichita: How the Koch Brothers Became America's Most Powerful and Private Dynasty,Daniel Schulman,233,1853,7.7,432,2014,False,"['Biography', 'Politics', 'Nonfiction']",https://www.goodreads.com/book/show/21483816-sons-of-wichita,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403133128l/21483816.jpg,long,good
The 15 Invaluable Laws of Growth: Live Them and Reach Your Potential,John C. Maxwell,575,6671,8.7,265,2012,False,"['Leadership', 'Self Help > Personal Development', 'Self Help']",https://www.goodreads.com/book/show/13529210-the-15-invaluable-laws-of-growth,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1630508815l/13529210._SX318_.jpg,medium,very good
Back to Basics: A Practitioner's Guide to Operations Excellence,Douglas Sutton,2,4,6.5,172,2011,False,Business,https://www.goodreads.com/book/show/13213027-back-to-basics,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328835507l/13213027.jpg,short,good
Sources of Power: How People Make Decisions,Gary Klein,82,2664,7.9,352,1998,False,"['Psychology', 'Nonfiction', 'Business']",https://www.goodreads.com/book/show/65229.Sources_of_Power,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1432906221l/65229.jpg,medium,good
Entrepreneur Marketing: How To Get Started When You Only Have A Great Idea,Tara Jacobsen,0,2,10.0,240,2012,False,['Business'],https://www.goodreads.com/book/show/22437375-entrepreneur-marketing,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1402117656l/22437375.jpg,medium,excellent
CEO School: Collective Wisdom of TOP CEOs (Best Business Books Book 7),Can Akdeniz,0,4,9.5,124,2014,False,['Business'],https://www.goodreads.com/book/show/22855515-ceo-school,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407046848l/22855515.jpg,short,very good
The Necessary Revolution: How Individuals And Organizations Are Working Together to Create a Sustainable World,Peter M. Senge,50,468,7.7,416,2008,False,"['Environment > Sustainability', 'Business', 'Nonfiction']",https://www.goodreads.com/book/show/2809179-the-necessary-revolution,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320510704l/2809179.jpg,long,good
"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",Ashlee Vance,10695,301986,8.4,392,2015,False,"['Biography', 'Nonfiction', 'Business']",https://www.goodreads.com/book/show/25541028-elon-musk,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518291452l/25541028.jpg,medium,very good
Wired That Way: A Comprehensive Guide to Understanding and Maximizing Your Personality Type,Marita Littauer,10,131,8.7,280,2006,False,['Self Help > Personal Development'],https://www.goodreads.com/book/show/22639186-wired-that-way,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404480775l/22639186.jpg,medium,very good
"The Four: The Hidden DNA of Amazon, Apple, Facebook, and Google",Scott Galloway,1314,14694,7.7,320,2017,False,"['Business', 'Nonfiction', 'Science > Technology']",https://www.goodreads.com/book/show/34427200-the-four,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1502089797l/34427200.jpg,medium,good
Requisite Organization: A Total System for Effective Managerial Organization and Managerial Leadership for the 21st Century,Elliott Jaques,7,56,8.4,137,1989,False,"['Business', 'Business > Management', 'Leadership']",https://www.goodreads.com/book/show/1878750.Requisite_Organization,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1189646194l/1878750._SY475_.jpg,short,very good
FEARless Marketing For Women: How To Overcome Your Demons And Be Successful In Spite Of Yourself,Tara Jacobsen,0,3,8.7,240,2014,False,['Business'],https://www.goodreads.com/book/show/22437388-fearless-marketing-for-women,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1402117786l/22437388.jpg,medium,very good
Productivity Masterclass: Learning to Work Smarter and Faster,Can Akdeniz,0,1,10.0,70,2014,False,Business,https://www.goodreads.com/book/show/21430942-productivity-masterclass,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1402992570l/21430942.jpg,short,excellent
The Book Thief,Markus Zusak,121479,2062788,8.8,552,2005,False,"['Historical > Historical Fiction', 'Fiction', 'Young Adult']",https://www.goodreads.com/book/show/19063.The_Book_Thief,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1522157426l/19063._SY475_.jpg,long,very good
Range: Why Generalists Triumph in a Specialized World,David Epstein,4328,44431,8.3,352,2019,False,"['Nonfiction', 'Business', 'Psychology']",https://www.goodreads.com/book/show/41795733-range,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550048292l/41795733.jpg,medium,very good
Thinking for a Change: Putting the Toc Thinking Processes to Use,Lisa J. Scheinkopf,6,73,7.7,268,1999,False,"['Business', 'Business > Management', 'Nonfiction']",https://www.goodreads.com/book/show/732158.Thinking_for_a_Change,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347460645l/732158.jpg,medium,good
Occupy World Street: A Global Roadmap for Radical Economic and Political Reform,Ross Jackson,3,37,8.1,336,2012,False,"['Politics', 'Business', 'Nonfiction']",https://www.goodreads.com/book/show/13451053-occupy-world-street,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333720854l/13451053.jpg,medium,very good
FEARless Marketing Ideas For Women: The Down and Dirty Details of How To Have Amazing Marketing While Scared Out of Your Mind,Tara Jacobsen,0,1,10.0,240,2014,False,['Business'],https://www.goodreads.com/book/show/22437405-fearless-marketing-ideas-for-women,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1402117903l/22437405.jpg,medium,excellent
MBA 2.0: Things You Won't Learn in Business School (Best Business Books Book 1),Can Akdeniz,2,18,7.6,218,2013,False,['Business'],https://www.goodreads.com/book/show/18801357-mba-2-0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386883460l/18801357.jpg,medium,good
Leadership and the New Science: Discovering Order in a Chaotic World,Margaret J. Wheatley,98,2584,8.2,240,1992,False,"['Leadership', 'Business', 'Nonfiction']",https://www.goodreads.com/book/show/8906661-leadership-and-the-new-science,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421009199l/8906661.jpg,medium,very good
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,41449,698349,7.8,224,2016,False,"['Nonfiction', 'Self Help', 'Psychology']",https://www.goodreads.com/book/show/28257707-the-subtle-art-of-not-giving-a-f-ck,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465761302l/28257707.jpg,medium,good
"The Art of Leadership: Small Things, Done Well",Michael Lopp,46,355,8.4,240,2020,False,"['Leadership', 'Business > Management', 'Nonfiction']",https://www.goodreads.com/book/show/53532629-the-art-of-leadership,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1590629704l/53532629._SY475_.jpg,medium,very good
This Crazy Time: Living Our Environmental Challenge,Tzeporah Berman,7,43,8.8,384,2011,False,"['Business', 'Nonfiction']",https://www.goodreads.com/book/show/12373142-this-crazy-time,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320430241l/12373142.jpg,medium,very good
"Graphic Design For Social Media Marketing: How To Knock Their Socks Off With Pictures, Fonts and Layout",Tara Jacobsen,0,4,7.5,240,2012,False,['Business'],https://www.goodreads.com/book/show/22437419-graphic-design-for-social-media-marketing,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1402118062l/22437419.jpg,medium,good
"Happy Company: How to Create a Happy, Trustable and Successful Business",Can Akdeniz,1,18,7.6,172,2013,False,['Business'],https://www.goodreads.com/book/show/18674372-happy-company,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382922444l/18674372.jpg,short,good
Let Go,Pat Flynn,55,535,7.7,65,2013,False,"['Business', 'Self Help > Personal Development', 'Nonfiction']",https://www.goodreads.com/book/show/17847712-let-go,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1366864579l/17847712.jpg,short,good
To Kill a Mockingbird,Harper Lee,99085,5004229,8.5,324,1960,True,"['Classics', 'Fiction', 'Historical > Historical Fiction']",https://www.goodreads.com/book/show/2657.To_Kill_a_Mockingbird,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553383690l/2657.jpg,medium,very good
Before the Lights Go Out: Conquering the Energy Crisis Before It Conquers Us,Maggie Koerth-Baker,30,190,7.3,290,2012,False,"['Nonfiction', 'Science', 'Politics']",https://www.goodreads.com/book/show/12804807-before-the-lights-go-out,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1332594636l/12804807.jpg,medium,good
